"Concavity","Dimensionality","SNR","IP (mm)","ST (mm)","Step (pixels)","Fitting order","Curvature, true (m-1)","Curvature, est. (m-1)","Curvature, std.","Length, true (mm)","Length, est. (mm)","Length, std.","Pennation, true (deg)","Pennation, est. (deg)","Pennation, std.","Nq","N0"
1,2,96,1.64,5,0.5,3,1.997,2.26825794566077,0.479703824140366,79.8548049926758,78.6098036102413,1.63622145026591,25.3000005420886,25.0445186312973,0.779579570643079,12416,12588
1,2,96,1.64,5,0.5,3,5.925,5.99369437225909,0.481460410231815,77.6475448608398,76.9253837168097,1.85238048049893,31.2833049171849,29.9860659208688,0.810247609012876,12449,12583
1,2,96,1.64,5,0.5,3,9.74,9.79140535282236,0.540349737124999,70.0087661743164,69.7780384072326,1.79573309968329,38.4704540654233,36.0470279917347,0.855087705463482,12412,12590
1,2,96,1.64,5,0.5,3,13.475,13.594692076228,0.669862291688246,60.5692443847656,60.3904695163278,1.46458513490689,45.6704064419395,42.8673352256785,0.91537060346663,12429,12580
-1,2,96,1.64,5,0.5,3,1.997,2.33313428229953,0.510212460880181,78.7310485839844,76.5164475239109,1.62217320009542,21.3426689348723,21.3827068989301,0.844673028193483,12401,12586
-1,2,96,1.64,5,0.5,3,5.925,6.04451629920324,0.552553014059049,74.123420715332,70.7871847690143,1.55366590822806,20.0834321975708,19.8187611847996,0.929058289237253,12386,12295
-1,2,96,1.64,5,0.5,3,9.74,9.95412519275831,0.637229973186491,65.4339828491211,61.8674312308449,1.28555646869551,22.0425836161563,21.4838360190401,1.03118384205776,12437,12546
-1,2,96,1.64,5,0.5,3,13.475,13.8139041879257,0.777217040491401,57.0093383789062,53.9274314273809,1.06841546483047,25.6882749858655,25.0299165847513,1.1969286683359,12402,12559
1,3,96,1.64,5,0.5,3,1.997,2.54886240319758,0.765775625312216,79.6272048950195,69.7966047004417,12.2182841272642,24.6474614394339,24.6641695411117,0.811974133968027,7560,7560
1,3,96,1.64,5,0.5,3,5.925,6.09389195505273,0.786767257454852,76.3978576660156,65.9272957494019,13.6900365110362,29.0707070200067,28.9474105199178,1.10159815983242,7560,7560
1,3,96,1.64,5,0.5,3,9.74,9.8262501900789,0.775457624159906,67.8996047973633,62.1219814643658,9.19382049109813,34.9148354781301,34.1972458571984,1.10753553860662,7560,7560
1,3,96,1.64,5,0.5,3,13.475,13.6492675057164,0.747320964983324,58.9597320556641,58.5654355402346,1.42340096213471,41.123582739579,39.7651216890446,0.818694682849537,7560,7560
-1,3,96,1.64,5,0.5,3,1.997,2.48276733475387,0.658661334292521,78.8483123779297,70.7057395889645,8.93409146374942,21.8511978952508,21.7410957174957,0.818478170097027,7560,7560
-1,3,96,1.64,5,0.5,3,5.925,6.10741474104937,0.639054207414473,74.3089447021484,67.9046118756451,5.67098992432349,21.2022561525044,20.8490182636907,0.974537903755705,7560,7560
-1,3,96,1.64,5,0.5,3,9.74,9.98059309739915,0.720223881109657,65.5979766845703,61.5785942526721,2.5002032885616,23.471236379523,23.05469067513,1.06367871408211,7560,7560
-1,3,96,1.64,5,0.5,3,13.475,13.836875631948,0.853581472556947,57.1402320861816,54.9453471607632,1.06679870645026,27.354606628418,26.8856879378122,1.20317310815783,7560,7560
1,2,96,1.31,7.9,0.5,3,1.997,2.29447679143773,0.49755916461609,76.6283798217773,75.8610902740842,1.67566854651069,25.4047217161759,25.0954002801073,0.791059175032712,6048,6048
1,2,96,1.31,7.9,0.5,3,5.925,5.99466221066064,0.532116592251797,72.5532302856445,72.1710144880587,1.75223800280995,31.6148681640625,30.4280097569738,0.810777106952121,6048,6048
1,2,96,1.31,7.9,0.5,3,9.74,9.85680887197691,0.617396576462803,63.7800788879395,63.575642121532,1.4101557554021,38.9813588183859,37.0439685034373,0.805962784061464,6048,6048
1,2,96,1.31,7.9,0.5,3,13.475,13.7076258580521,0.746892096630626,55.2328338623047,55.2960859518203,1.15557755566994,46.2806147699771,43.9328766588181,0.881709158559478,6048,6048
-1,2,96,1.31,7.9,0.5,3,1.997,2.3118751738319,0.512329447290496,76.5161819458008,75.0578053868006,1.63732929373704,21.2492895540984,21.1377035789389,0.848469606537487,6048,6048
-1,2,96,1.31,7.9,0.5,3,5.925,6.06978989309735,0.527186630235239,72.4253616333008,69.9149067540648,1.59840956645348,19.844117662181,19.3757577825476,0.963169523394654,6048,6048
-1,2,96,1.31,7.9,0.5,3,9.74,10.003521974913,0.615247556725628,64.0196075439453,61.3160342880027,1.31621622426135,21.7069609268852,20.7970490840377,1.06142271994709,6048,6048
-1,2,96,1.31,7.9,0.5,3,13.475,13.885407439773,0.744584426256459,55.7582664489746,53.3686872878403,1.04983951315491,25.2824398538341,24.2582187359295,1.17360780684428,6048,6048
1,3,96,1.31,7.9,0.5,3,1.997,2.67968827140118,0.945626002916337,76.60595703125,65.8748943455636,15.026053595869,24.7196427220884,24.702122953203,0.824834379389501,4032,4032
1,3,96,1.31,7.9,0.5,3,5.925,6.23713634009399,1.04523255138254,72.5121078491211,62.1192717571107,16.5996318562938,29.2852876082711,29.2061995759843,1.2038481647097,4032,4032
1,3,96,1.31,7.9,0.5,3,9.74,9.93002792566069,1.1089964412028,63.8739166259766,55.4693946975564,14.0076333681143,35.2290228138799,34.907842731665,1.44500106884912,4032,4032
1,3,96,1.31,7.9,0.5,3,13.475,13.7709928748627,1.07347381170654,55.4384918212891,50.1030376567727,9.28728223600072,41.4895676322605,40.9501306774124,1.38995668875726,4032,4032
-1,3,96,1.31,7.9,0.5,3,1.997,2.50739084606961,0.767411360282916,76.5282516479492,67.6783537505165,11.3236766356007,21.7836932306704,21.6397005816301,0.845045573391746,4032,4032
-1,3,96,1.31,7.9,0.5,3,5.925,6.15939083594888,0.652100371921153,72.4326095581055,66.0848278800647,7.48774525232239,21.0217415353526,20.4972893874797,1.01435894789177,4032,4032
-1,3,96,1.31,7.9,0.5,3,9.74,9.99545557193813,0.696591689290731,64.0096893310547,59.7468878494369,4.1320203698078,23.21209849482,22.5726366459377,1.04840905520362,4032,4032
-1,3,96,1.31,7.9,0.5,3,13.475,13.8498716834519,0.847338922840448,55.7356758117676,53.2812735542418,1.61816921762791,27.037352271702,26.4407183452258,1.12971661487667,4032,4032
1,2,24,1,6,0.75,3,1.997,14.330045447569,9.93409086602528,76.2247161865234,40.1308472238043,21.4197916453197,25.4373944600423,25.2053767520333,3.73795117818077,8277,12096
1,2,24,1,6,0.75,3,5.925,15.7695324120568,9.3091754649549,71.958122253418,38.7207549840796,20.2596578404181,31.7092116673787,32.1325142855738,4.08748584468998,8160,12096
1,2,24,1,6,0.75,3,9.74,16.7268359262558,8.26141989841688,63.1085510253906,39.0041718961224,18.4154404111025,39.121906153361,38.8016168747746,4.13117363171536,7747,12096
1,2,24,1,6,0.75,3,13.475,17.74734265149,6.861824946187,54.660717010498,38.9373303950032,15.7244393832934,46.4481917063395,44.1939877302667,3.26917806734658,5996,12096
-1,2,24,1,6,0.75,3,1.997,14.8301279954735,10.2394996361983,76.2357711791992,39.253910300356,21.5583943350903,21.2180894851685,19.2922770986026,3.93041058503758,8207,12096
-1,2,24,1,6,0.75,3,5.925,15.2897508593214,9.20542921489408,72.209587097168,38.9930589069894,20.5044543583252,19.7598046302795,15.704155974941,4.19887142265172,8029,12096
-1,2,24,1,6,0.75,3,9.74,16.9398651366688,8.18867941558607,63.84033203125,37.3367622149712,17.9618701706863,21.5869770685832,15.8592119546325,4.75805095913921,8034,12096
-1,2,24,1,6,0.75,3,13.475,19.1090092147507,7.58257007049431,55.600341796875,36.2065464405984,15.6201977327211,25.138325881958,19.079595039883,5.37002762277859,8050,12096
1,3,24,1,6,0.75,3,1.997,15.2876691801907,9.60646106680919,76.2267227172852,36.5777926160398,18.2529706560198,24.7426647186279,24.5156256518019,3.78009055255391,6132,9072
1,3,24,1,6,0.75,3,5.925,17.2042594139146,9.41659771779781,72.0386276245117,36.1160120444184,18.6398006907171,29.3488041559855,29.5619501342953,3.66974272879211,5962,9072
1,3,24,1,6,0.75,3,9.74,18.6205173637361,9.04735637774086,63.3940315246582,35.0299370044091,17.5447735599427,35.318489519755,35.1142559561895,3.81811187428379,5942,9072
1,3,24,1,6,0.75,3,13.475,19.7864790734864,8.16973679461918,55.0172882080078,34.9604333137582,15.2052386188945,41.5925830841064,40.6609763511509,3.70378761845065,5583,9072
-1,3,24,1,6,0.75,3,1.997,15.6890535800515,9.83177321098887,76.2347106933594,36.6688692630501,19.5707237798287,21.7612741470337,19.9544199810483,3.81945077193168,6042,9072
-1,3,24,1,6,0.75,3,5.925,15.8252741148612,9.07669733505353,72.1945343017578,37.5069651327068,18.7445343022097,20.9595585505168,17.5010908142304,3.84611012481386,6102,9072
-1,3,24,1,6,0.75,3,9.74,17.7115926580872,8.23183983618413,63.8085746765137,35.7410294130624,17.3506386980377,23.1213272730509,18.7787638229265,4.49754682997414,5810,9072
-1,3,24,1,6,0.75,3,13.475,19.1338975879633,7.68020203739561,55.5586280822754,35.5435481972452,15.223326776589,26.9262369155884,22.2793010454628,4.83105407197977,6081,9072
1,2,24,1.5,4.5,0.75,3,1.997,13.0605273054038,9.05308359261863,76.2246170043945,44.3211821738608,21.8387564956036,25.4009402275085,25.6075226725891,3.81071568489756,9609,12331
1,2,24,1.5,4.5,0.75,3,5.925,14.2682384388028,8.55435960163993,71.9571914672852,43.8541102225363,20.9331002655917,31.6063610076904,32.0614888709145,4.17385364239317,9459,12588
1,2,24,1.5,4.5,0.75,3,9.74,16.2676060356623,8.03254055009027,63.1066627502441,42.5122901662529,18.2965939715567,38.9743754386902,38.401564621854,4.35479582246172,9027,12578
1,2,24,1.5,4.5,0.75,3,13.475,16.7358366587481,6.17039431738763,54.6583251953125,42.0967519065665,14.671577059833,46.2719604492188,43.4702111690662,3.52563247300119,7833,12600
-1,2,24,1.5,4.5,0.75,3,1.997,12.6942586106239,9.072965300284,76.2356491088867,44.9685325548646,22.3875223494182,21.2540165901184,20.1867718523798,3.86918547908761,9548,12534
-1,2,24,1.5,4.5,0.75,3,5.925,14.158895143479,8.63486043606985,72.2086029052734,44.2805657156914,21.133993267302,19.8600324630737,17.0516837605981,4.31128036532774,8920,12586
-1,2,24,1.5,4.5,0.75,3,9.74,16.0977624299796,7.72545393271993,63.8382225036621,41.0049003768603,18.233815422621,21.7307325363159,17.9638779439247,4.97779389638981,9074,12589
-1,2,24,1.5,4.5,0.75,3,13.475,17.7975195641611,6.61538024469757,55.5977630615234,39.6828294744679,15.0024373598691,25.3109040260315,21.5434811290053,5.47658971766434,9180,12598
1,3,24,1.5,4.5,0.75,3,1.997,13.6004821658946,9.27706811598353,76.2266235351562,44.0975416455394,20.4684773564628,24.7172027587891,25.0592855962615,3.73064415165064,5878,7560
1,3,24,1.5,4.5,0.75,3,5.925,14.6741351359239,8.76127457489459,72.0377960205078,43.8874078663327,20.2060233653342,29.2794438362122,29.3364817050211,3.78752671455537,5922,7560
1,3,24,1.5,4.5,0.75,3,9.74,16.0821587062964,7.92260431504855,63.392463684082,43.8524881906917,17.112679039254,35.2218529701233,34.7716466966713,3.84937107883892,5992,7560
1,3,24,1.5,4.5,0.75,3,13.475,18.246268034684,7.01204090064295,55.0152473449707,40.1996302492245,14.7978509354841,41.4822465896606,40.3308884482443,3.76853075037178,5768,7560
-1,3,24,1.5,4.5,0.75,3,1.997,13.5059620889839,9.38509697790113,76.2345962524414,43.3507465598281,21.3010651830001,21.7870970726013,20.9589135743685,3.96494646120528,5858,7560
-1,3,24,1.5,4.5,0.75,3,5.925,14.4365211650676,8.67064445158125,72.1936645507812,43.0074108985163,21.0338168700531,21.0328273773193,18.9995654431723,4.23526301265253,5580,7560
-1,3,24,1.5,4.5,0.75,3,9.74,16.1471388888123,7.67524381346887,63.8068504333496,42.6982186285144,18.5864358985787,23.2287516593933,20.8278503146353,4.55319491263943,5846,7560
-1,3,24,1.5,4.5,0.75,3,13.475,18.3550686927942,7.2195577173038,55.556468963623,39.5720034562624,15.7634941897216,27.057458114624,24.359332845138,4.89711422946419,5356,7560
1,2,24,1.5,6,0.75,3,1.997,13.3609137970256,9.82036975153246,76.2246170043945,44.4477004360108,22.3386253796842,25.4009402275085,25.1123036310236,3.86979552498561,5798,7560
1,2,24,1.5,6,0.75,3,5.925,14.7394233147838,9.08846090901999,71.9571914672852,44.1315507248302,21.8585337248388,31.6063610076904,31.6442961931189,4.20695950880617,5941,7560
1,2,24,1.5,6,0.75,3,9.74,16.3273112574853,8.349384486899,63.1066627502441,42.409282525438,18.9114353632432,38.9743754386902,38.1537620702631,4.39824549885755,5522,7560
1,2,24,1.5,6,0.75,3,13.475,16.7219879965521,5.98634689937736,54.6583251953125,44.0350133330312,14.4771224892774,46.2719604492188,43.4288390509762,3.6755973104691,5025,7560
-1,2,24,1.5,6,0.75,3,1.997,13.1252442226423,9.43317969711029,76.2356491088867,45.9879302291527,22.7577989228385,21.2540165901184,20.0857861688858,3.9681810340412,5997,7560
-1,2,24,1.5,6,0.75,3,5.925,14.1875718690567,8.88071946272219,72.2086029052734,44.2298166778025,21.4776675281335,19.8600324630737,17.1876680337107,4.35578581596828,5832,7560
-1,2,24,1.5,6,0.75,3,9.74,16.0109242237911,7.74868269388758,63.8382225036621,42.5375394495722,18.350021066517,21.7307325363159,17.3412436586162,5.03760279255631,5597,7560
-1,2,24,1.5,6,0.75,3,13.475,18.5126937868909,7.03077914947026,55.5977630615234,38.2992766417742,15.4691005835943,25.3109040260315,21.1611253279439,5.80449321313336,5656,7560
1,3,24,1.5,6,0.75,3,1.997,14.1706376636136,9.8569772349817,76.2266235351562,43.7905870439237,20.6519135418548,24.7172027587891,24.6584439565581,3.86632129261869,3544,4536
1,3,24,1.5,6,0.75,3,5.925,15.0063426401127,8.9970825973047,72.0377960205078,45.1358018507646,20.661581343262,29.2794438362122,28.9705995417082,3.96117441086776,3571,4536
1,3,24,1.5,6,0.75,3,9.74,16.4406959987884,8.50935939429238,63.392463684082,43.1436757378856,17.9340465021289,35.2218529701233,34.7433686513914,4.16998566537615,3685,4536
1,3,24,1.5,6,0.75,3,13.475,18.2795898415096,7.45992356629094,55.0152473449707,41.1419611621622,15.0888717995631,41.4822465896606,40.3891360405703,4.05712660438396,3448,4536
-1,3,24,1.5,6,0.75,3,1.997,13.9810817054607,9.37417671838555,76.2345962524414,42.9980673064859,21.6978022425497,21.7870970726013,20.2580379458875,3.79110214601982,3505,4536
-1,3,24,1.5,6,0.75,3,5.925,14.564590748054,9.01709972644451,72.1936645507812,45.1911390363157,22.3030828444363,21.0328273773193,18.9941534664679,4.31821115887991,3353,4536
-1,3,24,1.5,6,0.75,3,9.74,16.0928277608992,8.03367598680983,63.8068504333496,42.8509282816416,18.6273226291307,23.2287516593933,20.4470426251148,4.66710838853724,3480,4536
-1,3,24,1.5,6,0.75,3,13.475,18.2721318514544,6.88510535484174,55.556468963623,41.3459720310412,15.6959016118446,27.057458114624,24.1364964928304,5.07287592261974,3325,4536
1,2,24,1.5,9,0.75,3,1.997,12.631541766147,9.56415317440955,76.2246170043945,49.4036204368061,23.9581925902065,25.4009402275085,25.0719582637249,4.08372020130471,4039,5040
1,2,24,1.5,9,0.75,3,5.925,13.7246338314453,8.76987400611047,71.9571914672852,46.9799041708227,22.5643966821807,31.6063610076904,31.1451441843475,4.43324010397412,3832,5040
1,2,24,1.5,9,0.75,3,9.74,16.1704718828567,7.86493022443164,63.1066627502441,43.4592332333418,19.3295699825422,38.9743754386902,38.3177872259356,4.52484332474813,3916,5040
1,2,24,1.5,9,0.75,3,13.475,16.8998303685742,6.07809685033339,54.6583251953125,43.3521177509751,15.4836703071808,46.2719604492188,43.6065583461233,3.76675931452162,3204,5040
-1,2,24,1.5,9,0.75,3,1.997,12.8712681166214,9.23181763953574,76.2356491088867,44.8264386822681,23.1954978706241,21.2540165901184,19.5857854302041,3.88007344030354,3814,5040
-1,2,24,1.5,9,0.75,3,5.925,14.5330901683534,8.8849538795932,72.2086029052734,43.9754447787481,22.4198620979404,19.8600324630737,16.2499649616069,4.34007492667178,4018,5040
-1,2,24,1.5,9,0.75,3,9.74,16.1147955742092,8.07867829315446,63.8382225036621,41.0723606584875,19.2738416548734,21.7307325363159,17.0835719631509,5.34852027234831,3921,5040
-1,2,24,1.5,9,0.75,3,13.475,18.1491959290779,6.84890723996466,55.5977630615234,39.1760376738387,15.8534642062238,25.3109040260315,20.8110349324039,5.65057083100952,3763,5040
1,3,24,1.5,9,0.75,3,1.997,13.0447881181947,8.96478853483371,76.2266235351562,47.0891336285937,21.6921173294499,24.7172027587891,24.0280603970538,3.75778983973771,2275,3024
1,3,24,1.5,9,0.75,3,5.925,14.4634729230203,8.32263129971283,72.0377960205078,45.981968322395,20.2429217357453,29.2794438362122,29.0023728207262,3.86652216534062,2317,3024
1,3,24,1.5,9,0.75,3,9.74,15.335525708752,7.34232853692962,63.392463684082,45.4862067575966,18.0320332492876,35.2218529701233,34.3627180721079,3.87796898594844,2240,3024
1,3,24,1.5,9,0.75,3,13.475,18.7034444062819,7.20444693861591,55.0152473449707,42.4589750168414,15.513648706923,41.4822465896606,40.2152841681341,3.92780742676805,2339,3024
-1,3,24,1.5,9,0.75,3,1.997,14.1849372328437,9.72173721831976,76.2345962524414,44.842454601262,22.7176237724432,21.7870970726013,20.3928982670941,3.88728399505404,2364,3024
-1,3,24,1.5,9,0.75,3,5.925,14.3089361564949,8.20589128395972,72.1936645507812,44.7631747005499,21.2626657360878,21.0328273773193,18.0272612137283,3.90838990781937,2294,3024
-1,3,24,1.5,9,0.75,3,9.74,15.2847511517796,7.64518180253253,63.8068504333496,44.2895561064327,19.5758423818102,23.2287516593933,19.5555532488717,4.55746729774025,2379,3024
-1,3,24,1.5,9,0.75,3,13.475,17.5208389145571,6.81473603738698,55.556468963623,43.3284979983155,15.1542419951992,27.057458114624,23.5308777001707,4.92447121973669,2289,3024
1,2,24,2,6,0.75,3,1.997,12.5081394903147,8.92181221759566,76.2244644165039,48.657432816892,22.8048996792671,25.3643746693929,25.5301621480243,4.28477788381463,3888,4536
1,2,24,2,6,0.75,3,5.925,13.8866375462961,8.59741688285898,71.9558563232422,46.7074181558536,21.9244514253184,31.5034338633219,31.3520975220364,4.43348225124981,3639,4536
1,2,24,2,6,0.75,3,9.74,14.8329184876464,6.8884554238049,63.1038665771484,46.7921184190718,18.8004308912345,38.8237103780111,37.5624708475443,4.48935286926453,3792,4536
1,2,24,2,6,0.75,3,13.475,16.214077568566,6.19955097397855,54.6549186706543,45.4776663298559,15.0096875741176,46.0921119689941,42.3881714946092,4.15183583021517,3168,4536
-1,2,24,2,6,0.75,3,1.997,12.2649231937767,8.42391132882645,76.2355117797852,47.3062817286076,22.6069617280699,21.2901784261068,20.7185301546211,4.11913512021678,3762,4536
-1,2,24,2,6,0.75,3,5.925,14.1273479114797,8.70918703152559,72.207275390625,45.2459707851818,21.761577943602,19.9594223658244,17.834819392698,4.99103031722034,3691,4536
-1,2,24,2,6,0.75,3,9.74,15.3495975751787,7.20696020784963,63.8354301452637,44.5197226386643,18.3405130052102,21.8730499267578,18.4670230670497,5.26409899074125,3705,4536
-1,2,24,2,6,0.75,3,13.475,18.2447368687015,6.70678339641772,55.5941886901855,39.9993405887504,14.9417594884952,25.4820851008097,22.4260219771878,6.08286157765598,3672,4536
1,3,24,2,6,0.75,3,1.997,12.6828347427504,8.85599430217945,76.2264785766602,48.6655567235468,20.4033378084434,24.6917151133219,24.4242964287982,4.2566286058381,2590,3024
1,3,24,2,6,0.75,3,5.925,13.3947534041962,7.95611278225061,72.0365905761719,48.0171862610098,20.1968009778719,29.209487024943,28.914654552311,3.81476996180171,2668,3024
1,3,24,2,6,0.75,3,9.74,15.3535539083945,7.27761064926449,63.3901214599609,46.1660141186986,17.6530615848681,35.1246190388997,34.2611348755923,3.87057350142987,2611,3024
1,3,24,2,6,0.75,3,13.475,18.6454176449394,7.9250587640258,55.0124244689941,42.5049898273449,16.373593046554,41.3713757832845,39.6979444489634,3.79104152940647,2561,3024
-1,3,24,2,6,0.75,3,1.997,12.9535052329832,8.9320365195027,76.2344665527344,47.4327305466325,22.8087104523447,21.8127843221029,21.3118809436631,4.0602778592818,2531,3024
-1,3,24,2,6,0.75,3,5.925,14.0452978100852,8.45265730911729,72.1924819946289,45.9517967222581,20.51551996776,21.1056358337402,19.8844180929117,4.74431710025028,2477,3024
-1,3,24,2,6,0.75,3,9.74,15.9418390437925,7.64871889097351,63.804573059082,44.1416921692448,19.109496795766,23.3351327260335,21.8729912998405,5.21697300999149,2482,3024
-1,3,24,2,6,0.75,3,13.475,18.1622296378938,7.02067687315553,55.5536041259766,40.9749509256639,15.7216515583001,27.1875573476156,25.3270654290738,5.43777711211359,2362,3024
1,2,24,1.64,5,0.75,3,1.997,12.9502628100282,9.27275598054246,79.8548049926758,46.9632702701235,23.3406628496516,25.3000005420886,25.5972727390861,3.9094908014831,9762,12554
1,2,24,1.64,5,0.75,3,5.925,13.8394755418089,8.60381818836858,77.6475448608398,47.6196552088784,23.1356471609892,31.2833049171849,31.6950296321907,4.20258620169896,9576,12588
1,2,24,1.64,5,0.75,3,9.74,15.5766675022767,7.38273333592455,70.0087661743164,45.5811025840283,20.386081603939,38.4704540654233,38.2824670081915,4.42517379484064,9460,12583
1,2,24,1.64,5,0.75,3,13.475,16.8062903608331,6.20406770256735,60.5692443847656,45.3902394118423,16.7164645216064,45.6704064419395,43.4373235409845,3.6967327577989,8016,12564
-1,2,24,1.64,5,0.75,3,1.997,12.4151573448843,8.77574056134926,78.7310485839844,45.593827090097,22.705497193527,21.3426689348723,20.1204724689687,3.96620553836636,9717,12583
-1,2,24,1.64,5,0.75,3,5.925,13.5580413828263,8.11618039393538,74.123420715332,45.7827454776149,21.617808833112,20.0834321975708,17.4362070406546,4.40774136864802,9341,12571
-1,2,24,1.64,5,0.75,3,9.74,15.3867769248675,7.21162587061415,65.4339828491211,43.4634930192506,18.851990685984,22.0425836161563,18.9831144966694,5.08935249757863,9417,12548
-1,2,24,1.64,5,0.75,3,13.475,18.254782478121,7.17759199981281,57.0093383789062,39.5869650325687,15.6316061295588,25.6882749858655,21.4830142695929,5.37357033279938,9341,12589
1,3,24,1.64,5,0.75,3,1.997,13.0922877197461,9.09228121854562,79.6272048950195,46.186369034229,22.0183065637993,24.6474614394339,24.8559202077308,3.88925310309434,6004,7560
1,3,24,1.64,5,0.75,3,5.925,14.5195594504852,8.5679745006749,76.3978576660156,45.6298019225248,20.9691174644597,29.0707070200067,29.4101648821373,3.83789719049683,6336,7560
1,3,24,1.64,5,0.75,3,9.74,16.3365201216241,7.84245576899424,67.8996047973633,43.6120433910232,18.6220134808596,34.9148354781301,34.8761148848844,4.04970705485218,6212,7560
1,3,24,1.64,5,0.75,3,13.475,18.3258037088853,7.12019879259416,58.9597320556641,42.7339405343326,16.6065813639092,41.123582739579,40.0975791927291,3.87373555768919,5927,7560
-1,3,24,1.64,5,0.75,3,1.997,13.2031663395438,8.71109193766312,78.8483123779297,44.590241316225,21.4843334171348,21.8511978952508,21.2020038902884,3.69823566781718,5732,7560
-1,3,24,1.64,5,0.75,3,5.925,13.9019957516252,8.37267695606484,74.3089447021484,44.9042569842561,20.5073236789224,21.2022561525044,19.3754443003232,4.18050730578442,5731,7560
-1,3,24,1.64,5,0.75,3,9.74,15.8184550930712,7.54896470333267,65.5979766845703,43.2704216293738,18.26269689487,23.471236379523,21.3451633366731,4.76073432381912,5834,7560
-1,3,24,1.64,5,0.75,3,13.475,18.0289420150138,7.06382413304184,57.1402320861816,41.7110528934544,16.3709493569818,27.354606628418,24.831480795589,4.96645986703196,5867,7560
1,2,24,1.31,7.9,0.75,3,1.997,13.6835044029471,9.69007569732937,76.6283798217773,45.1029850912301,22.6442940303659,25.4047217161759,24.7443146131771,4.00572817775645,4620,6048
1,2,24,1.31,7.9,0.75,3,5.925,14.8721597796221,9.61117895657336,72.5532302856445,44.8078311650878,22.6169653074393,31.6148681640625,31.2292817460876,4.47179472146493,4441,6048
1,2,24,1.31,7.9,0.75,3,9.74,15.7974198789817,8.0017995397684,63.7800788879395,43.4579886437621,19.4301070234258,38.9813588183859,38.0638190699377,4.43108054019908,4115,6048
1,2,24,1.31,7.9,0.75,3,13.475,16.4152123858221,6.2319130254241,55.2328338623047,44.1538068069411,15.1017907268694,46.2806147699771,43.2719753677292,3.51832794101263,3584,6048
-1,2,24,1.31,7.9,0.75,3,1.997,12.8290592365733,9.17334910229197,76.5161819458008,46.0721304242096,23.2972158242364,21.2492895540984,19.3231025374079,4.04822768627018,4316,6048
-1,2,24,1.31,7.9,0.75,3,5.925,13.6749109288967,8.36124499378054,72.4253616333008,44.964288642143,21.8197127488061,19.844117662181,15.9201460720608,4.5920259840335,4452,6048
-1,2,24,1.31,7.9,0.75,3,9.74,16.2856084711671,7.87191664790825,64.0196075439453,41.9253643113889,18.478211119482,21.7069609268852,16.688239734635,4.8490995637919,4426,6048
-1,2,24,1.31,7.9,0.75,3,13.475,18.2525835540711,7.06284824145739,55.7582664489746,39.2183699622534,15.3259511848542,25.2824398538341,19.9900752612268,5.60280311106192,4546,6048
1,3,24,1.31,7.9,0.75,3,1.997,13.2101253020095,9.43077667164918,76.60595703125,44.5508165822171,20.8856825073788,24.7196427220884,23.6144833662329,3.49555709153627,3030,4032
1,3,24,1.31,7.9,0.75,3,5.925,15.0197029467387,8.95837553669733,72.5121078491211,43.8215940740859,20.6100645457,29.2852876082711,29.1263000149975,4.00069542536151,3270,4032
1,3,24,1.31,7.9,0.75,3,9.74,17.1370713875927,7.90889835166861,63.8739166259766,40.7675634776194,17.321499362852,35.2290228138799,34.7799700885704,3.72259254936267,3104,4032
1,3,24,1.31,7.9,0.75,3,13.475,18.8112554815176,6.98364977842581,55.4384918212891,39.3122257795716,15.2310503219673,41.4895676322605,40.1587301988715,3.86101329952573,2771,4032
-1,3,24,1.31,7.9,0.75,3,1.997,12.9744033188315,8.94547444763864,76.5282516479492,44.2331727016894,20.643035130626,21.7836932306704,20.1000005348081,4.00150830817739,2948,4032
-1,3,24,1.31,7.9,0.75,3,5.925,14.2713112297766,9.01987429188008,72.4326095581055,43.7471961398962,21.0626771509977,21.0217415353526,17.7923977834245,4.13633360104972,2814,4032
-1,3,24,1.31,7.9,0.75,3,9.74,16.6117393435801,8.32071084103837,64.0096893310547,41.0760287387486,18.3402241715981,23.21209849482,19.3129059458799,5.01139911650875,2992,4032
-1,3,24,1.31,7.9,0.75,3,13.475,17.8235254611335,6.75237251119024,55.7356758117676,40.2707461977269,15.47613087529,27.037352271702,23.0831747568545,5.15503871319825,2888,4032
1,2,39,1,6,0.75,3,1.997,4.04720534394724,3.28603428105286,76.2247161865234,71.6652330367387,14.1867765985212,25.4373944600423,25.0047440938718,1.74351377018335,11809,12096
1,2,39,1,6,0.75,3,5.925,7.05943342098326,3.07879340464148,71.958122253418,67.7386458110487,13.6221111032576,31.7092116673787,30.5823976010034,2.01300981622212,11820,12096
1,2,39,1,6,0.75,3,9.74,10.4091267143905,2.68609139183406,63.1085510253906,60.6088690031555,10.4351737307824,39.121906153361,37.1374547249491,2.21840530883824,11898,12096
1,2,39,1,6,0.75,3,13.475,13.628301720632,2.05385141062295,54.660717010498,53.953635519332,6.50796365215539,46.4481917063395,43.5984706719017,1.97409512355614,11589,12096
-1,2,39,1,6,0.75,3,1.997,4.41526465296489,3.93278729774251,76.2357711791992,69.9724389741139,15.8820291694216,21.2180894851685,20.7534589626353,1.8927116810178,11625,12096
-1,2,39,1,6,0.75,3,5.925,7.36184124793375,3.96294243644075,72.209587097168,66.4418077655543,14.4845382792628,19.7598046302795,18.3984267138824,2.40979682982294,11546,12096
