"Concavity","Dimensionality","SNR","IP (mm)","ST (mm)","Step (pixels)","Fitting order","Curvature, true (m-1)","Curvature, est. (m-1)","Curvature, std.","Length, true (mm)","Length, est. (mm)","Length, std.","Pennation, true (deg)","Pennation, est. (deg)","Pennation, std.","Nq","N0"
1,3,24,1.64,5,0.5,2,13.475,15.3018484173838,7.31566826944022,58.9597320556641,37.1526940672749,17.2460199119773,41.123582739579,40.3649459259825,4.12565906426922,5244,7560
-1,3,24,1.64,5,0.5,2,1.997,9.65032050854422,8.48374310844745,78.8483123779297,38.6820383743915,20.2217895876404,21.8511978952508,20.7069126045332,4.0139501496712,5194,7560
-1,3,24,1.64,5,0.5,2,5.925,11.2230688994135,8.26406080546874,74.3089447021484,38.3991797982904,20.3282581568595,21.2022561525044,18.6207002576408,4.45533770819817,5298,7560
-1,3,24,1.64,5,0.5,2,9.74,12.4463996893937,7.08765230304639,65.5979766845703,38.7766466621576,18.0270230503449,23.471236379523,20.6392608682121,4.82954865963688,5137,7560
-1,3,24,1.64,5,0.5,2,13.475,15.4057791418539,7.46188058359656,57.1402320861816,35.970075472132,16.3950707538374,27.354606628418,23.8339563974882,5.31761085400343,5341,7560
1,2,24,1.31,7.9,0.5,2,1.997,9.75342811655001,9.03960277759814,76.6283798217773,39.7792359014557,22.4283748387814,25.4047217161759,24.7353710888997,4.26214664894103,4365,6048
1,2,24,1.31,7.9,0.5,2,5.925,11.3442689488907,8.39098389246571,72.5532302856445,38.8427034405579,21.9780737228589,31.6148681640625,31.986332173898,4.83197595623646,4296,6048
1,2,24,1.31,7.9,0.5,2,9.74,13.4998156192907,7.923586842318,63.7800788879395,36.9178864889175,19.7306664142422,38.9813588183859,38.8062227550404,4.8017440184531,4109,6048
1,2,24,1.31,7.9,0.5,2,13.475,13.1484187887743,5.338868393277,55.2328338623047,40.1221124799707,16.2847927748282,46.2806147699771,43.5346931927577,3.68714573745874,3165,6048
-1,2,24,1.31,7.9,0.5,2,1.997,9.9909290733898,8.85780568720265,76.5161819458008,38.4109654519672,21.8365175663686,21.2492895540984,18.7179848254295,4.3217998072957,4200,6048
-1,2,24,1.31,7.9,0.5,2,5.925,10.222918660873,7.22579126459932,72.4253616333008,38.7065908356699,20.379880439263,19.844117662181,15.0815191610227,4.55375665365647,4331,6048
-1,2,24,1.31,7.9,0.5,2,9.74,12.9675663205498,7.41223684521079,64.0196075439453,36.2962152250102,18.2351391567343,21.7069609268852,15.7204373798805,5.26467816720054,4261,6048
-1,2,24,1.31,7.9,0.5,2,13.475,15.0510079454542,7.00225578793301,55.7582664489746,34.5383065663438,15.3384681853706,25.2824398538341,18.9890505369782,6.07112664246494,4435,6048
1,3,24,1.31,7.9,0.5,2,1.997,9.2868758325962,9.09875233490667,76.60595703125,39.3180923549779,20.5109938408979,24.7196427220884,23.7985803673742,3.91029750314821,2822,4032
1,3,24,1.31,7.9,0.5,2,5.925,10.9655282216531,7.61615317857393,72.5121078491211,37.031468766938,19.8082815722459,29.2852876082711,29.3905330651348,4.41728417965608,2885,4032
1,3,24,1.31,7.9,0.5,2,9.74,13.3578153327881,7.98847570499889,63.8739166259766,34.7223725496225,17.7543281275617,35.2290228138799,35.138642044962,4.32298542362209,2985,4032
1,3,24,1.31,7.9,0.5,2,13.475,15.2691956244888,7.17115379519529,55.4384918212891,34.5447196839205,15.6079894734513,41.4895676322605,40.6022641805142,3.85386417459833,2753,4032
-1,3,24,1.31,7.9,0.5,2,1.997,9.2950380470895,8.31030218061252,76.5282516479492,38.0442720182312,19.9921128632668,21.7836932306704,19.8821105752626,4.20385155759186,2916,4032
-1,3,24,1.31,7.9,0.5,2,5.925,11.5911091447956,8.23234862651107,72.4326095581055,35.9743278945702,20.0064422461701,21.0217415353526,17.1039848374284,4.32167264324759,2760,4032
-1,3,24,1.31,7.9,0.5,2,9.74,12.3785765676806,6.89959468613296,64.0096893310547,37.2736513547193,18.4349091167233,23.21209849482,18.7602718126535,4.94682408738995,2898,4032
-1,3,24,1.31,7.9,0.5,2,13.475,14.4467700130705,7.0205671986534,55.7356758117676,35.0462103529948,15.9262001958211,27.037352271702,22.1468122827864,5.3247469805636,2757,4032
1,2,39,1,6,0.5,2,1.997,2.77269323196173,2.69718635588416,76.2247161865234,69.4196817090836,16.4198491469927,25.4373944600423,25.0236389615343,1.74969270897467,11783,12096
1,2,39,1,6,0.5,2,5.925,6.20245198886286,2.60299544789513,71.958122253418,65.960663765552,15.7258054240722,31.7092116673787,30.6868505281154,2.0964077788558,11730,12096
1,2,39,1,6,0.5,2,9.74,9.58266560223782,2.3808687114385,63.1085510253906,59.0090327011656,12.8175618184085,39.121906153361,37.3219360948662,2.43588386226057,11768,12096
1,2,39,1,6,0.5,2,13.475,12.7033808268789,1.78764499350835,54.660717010498,53.901971890572,7.03191864500894,46.4481917063395,43.6243641590926,1.9774197608956,11241,12096
-1,2,39,1,6,0.5,2,1.997,2.98215623878031,3.12478903341972,76.2357711791992,68.0991581057333,17.7246269417936,21.2180894851685,20.6129875881358,1.92812191169863,11582,12096
-1,2,39,1,6,0.5,2,5.925,6.39607020275036,2.80392714342315,72.209587097168,65.1815593680933,15.9070230280651,19.7598046302795,18.282255726288,2.44102293283971,11380,12096
-1,2,39,1,6,0.5,2,9.74,9.51235641557044,2.30221725054885,63.84033203125,58.5532711997399,11.9121662393259,21.5869770685832,19.8944710102291,2.82504732581213,11375,12096
-1,2,39,1,6,0.5,2,13.475,12.9313587886582,2.57708997442929,55.600341796875,51.6566925927925,9.68474906934424,25.138325881958,23.2265332356141,3.23054695754062,11445,12096
1,3,39,1,6,0.5,2,1.997,3.74564992927515,3.85723976786645,76.2267227172852,56.1409105344477,21.8905063551473,24.7426647186279,24.6915182898824,1.89605710711339,8886,9072
1,3,39,1,6,0.5,2,5.925,6.79889622703742,3.61892887508514,72.0386276245117,53.0258923972683,21.8704708664592,29.3488041559855,29.3692386097318,2.26770678074423,8855,9072
1,3,39,1,6,0.5,2,9.74,10.0807984830668,4.09104842200501,63.3940315246582,48.9906260874294,19.2374742447475,35.318489519755,35.0443223231489,2.52010463908486,8874,9072
1,3,39,1,6,0.5,2,13.475,13.2841743419243,3.90639540748086,55.0172882080078,44.9119050248223,15.9454085796764,41.5925830841064,40.9638989721903,2.60195582978893,8851,9072
-1,3,39,1,6,0.5,2,1.997,3.65262635585663,3.83346395952354,76.2347106933594,57.8561931020136,20.1301339748877,21.7612741470337,21.0333847277059,2.00384945338696,8771,9072
-1,3,39,1,6,0.5,2,5.925,6.42700435621971,3.04670902002074,72.1945343017578,58.8568877480387,16.9436693557595,20.9595585505168,19.5985094793768,2.33297350119695,8678,9072
-1,3,39,1,6,0.5,2,9.74,9.82400224301169,3.09923828927662,63.8085746765137,54.556543515653,14.0656041958797,23.1213272730509,21.3895835809562,2.69909187185576,8624,9072
-1,3,39,1,6,0.5,2,13.475,13.1921513100245,2.91230357903152,55.5586280822754,50.0023563114824,10.4482673036518,26.9262369155884,25.2187292750611,2.73983589824744,8676,9072
1,2,39,1.5,4.5,0.5,2,1.997,2.71878296078887,2.40472703776499,76.2246170043945,70.5999191788557,13.1970789584474,25.4009402275085,25.2400444288852,1.84661350063402,12120,12590
1,2,39,1.5,4.5,0.5,2,5.925,6.0895715767351,2.81198039157241,71.9571914672852,66.4390420714216,13.5783853088887,31.6063610076904,30.6395139299164,2.1681774896991,12191,12268
1,2,39,1.5,4.5,0.5,2,9.74,9.54713677071527,2.28791131732399,63.1066627502441,60.0348625520433,10.6269737997472,38.9743754386902,37.1031465773804,2.35014547013382,12185,12586
1,2,39,1.5,4.5,0.5,2,13.475,12.696079354565,1.74479401942642,54.6583251953125,53.8606628716571,5.93134324038901,46.2719604492188,43.4821585971695,2.15234163703788,11734,12586
-1,2,39,1.5,4.5,0.5,2,1.997,2.91139517038831,3.00965250119323,76.2356491088867,69.1928131403649,14.610492352755,21.2540165901184,21.2128287000003,1.99467700755677,11833,12564
-1,2,39,1.5,4.5,0.5,2,5.925,6.21273674369515,2.29815391198866,72.2086029052734,65.5354872223522,12.9727837937006,19.8600324630737,19.2351861376713,2.4844075311162,11799,12585
-1,2,39,1.5,4.5,0.5,2,9.74,9.64283809572443,2.5756564148221,63.8382225036621,58.539315450515,10.146324937234,21.7307325363159,20.8255753762935,2.93108881110978,11718,12574
-1,2,39,1.5,4.5,0.5,2,13.475,13.0343904841139,2.47510002505716,55.5977630615234,51.7073011460232,7.95470128873252,25.3109040260315,24.3064654012756,3.10925585060044,12014,12580
1,3,39,1.5,4.5,0.5,2,1.997,3.19096346863238,2.75525813389663,76.2266235351562,63.434568057963,15.8270870849691,24.7172027587891,24.7995336393872,2.00153611436694,7411,7560
1,3,39,1.5,4.5,0.5,2,5.925,6.14231078551339,2.41721543413862,72.0377960205078,60.7094139667795,15.0540750915238,29.2794438362122,29.0869742631912,2.00807526209665,7456,7560
1,3,39,1.5,4.5,0.5,2,9.74,9.69506932922852,2.69512696750913,63.392463684082,56.3399609264879,12.1031475986058,35.2218529701233,34.4378468303031,2.11097270511494,7427,7560
1,3,39,1.5,4.5,0.5,2,13.475,13.0952335974539,2.74718483440975,55.0152473449707,52.6857938372568,8.14377854980816,41.4822465896606,40.0014059747258,2.1194261871681,7481,7560
-1,3,39,1.5,4.5,0.5,2,1.997,3.27963373494473,3.30734949249574,76.2345962524414,64.1391978910523,15.3119214966662,21.7870970726013,21.7593298805599,1.99992557818064,7418,7560
-1,3,39,1.5,4.5,0.5,2,5.925,6.24291278531255,2.81578398378805,72.1936645507812,63.7181562368394,12.7836491606963,21.0328273773193,20.604543247252,2.21288873757182,7207,7560
-1,3,39,1.5,4.5,0.5,2,9.74,9.79157996348677,2.67916474435805,63.8068504333496,58.7176499863986,9.92832697118367,23.2287516593933,22.594966114965,2.50664536274102,7250,7560
-1,3,39,1.5,4.5,0.5,2,13.475,13.0712984007552,2.51512554931468,55.556468963623,52.7951316849028,7.14135972390779,27.057458114624,26.5379876988201,2.67393385040499,7368,7560
1,2,39,1.5,6,0.5,2,1.997,2.85121872829761,2.51765239865471,76.2246170043945,70.2062866961475,14.9213705320163,25.4009402275085,25.1455894062655,2.01320676277943,7413,7560
1,2,39,1.5,6,0.5,2,5.925,6.16305246386607,2.92262092104917,71.9571914672852,67.3887235251311,14.0050499556403,31.6063610076904,30.4569830008483,2.36114836193816,7411,7560
1,2,39,1.5,6,0.5,2,9.74,9.53009888369611,2.27043776812596,63.1066627502441,60.6539277798012,10.2982895637959,38.9743754386902,36.9905228476023,2.39645577472305,7387,7560
1,2,39,1.5,6,0.5,2,13.475,12.7182879348391,1.95534196936808,54.6583251953125,53.9483371629225,6.75032798372392,46.2719604492188,43.3772459667511,2.2033309624036,7257,7560
-1,2,39,1.5,6,0.5,2,1.997,2.89140523259006,2.55756591673893,76.2356491088867,69.6950548757566,14.9938388373921,21.2540165901184,20.9646481329194,2.10224816470234,7179,7560
-1,2,39,1.5,6,0.5,2,5.925,6.26074857015713,2.77504341044469,72.2086029052734,65.6165621885177,12.9825909899883,19.8600324630737,19.0501012572531,2.45865961595398,7186,7560
-1,2,39,1.5,6,0.5,2,9.74,9.72200803788216,3.05031894463419,63.8382225036621,58.2917521897211,11.1344335865819,21.7307325363159,20.5697149528084,3.07037741290908,7190,7560
-1,2,39,1.5,6,0.5,2,13.475,12.8424189931197,2.33856053158861,55.5977630615234,51.9860955371867,7.02885509947667,25.3109040260315,24.3812910582918,3.16485917445879,7228,7560
1,3,39,1.5,6,0.5,2,1.997,3.05976220436093,2.65810972244155,76.2266235351562,64.4837652857352,15.6841721237472,24.7172027587891,24.4845244630762,2.00154851476877,4407,4536
1,3,39,1.5,6,0.5,2,5.925,6.10290026883701,2.52194463002021,72.0377960205078,61.833004289042,15.0060799747101,29.2794438362122,28.7935252882807,2.03351288580098,4437,4536
1,3,39,1.5,6,0.5,2,9.74,9.46681786946041,2.19645169865914,63.392463684082,57.1765715491339,11.3081135323578,35.2218529701233,34.3790765050172,2.06326515690032,4462,4536
1,3,39,1.5,6,0.5,2,13.475,12.8338361893477,2.55568949064291,55.0152473449707,52.7746737319547,8.53012336899681,41.4822465896606,39.8286801762454,2.13808179880219,4471,4536
-1,3,39,1.5,6,0.5,2,1.997,3.14976251117448,2.92106114982689,76.2345962524414,65.8898765162302,14.8421747812766,21.7870970726013,21.4008702972816,2.05392693692305,4345,4536
-1,3,39,1.5,6,0.5,2,5.925,6.55309125695676,3.40289738145548,72.1936645507812,62.6152591746853,14.8171011590953,21.0328273773193,20.4272006456933,2.45452267396524,4363,4536
-1,3,39,1.5,6,0.5,2,9.74,9.89004802891739,3.01552202054466,63.8068504333496,58.9048611637445,10.380710338001,23.2287516593933,22.3738167992788,2.85137950273686,4378,4536
-1,3,39,1.5,6,0.5,2,13.475,13.211777072676,3.3097566291322,55.556468963623,52.7243013137648,8.2146338196582,27.057458114624,26.1679550102578,2.93022009601841,4411,4536
1,2,39,1.5,9,0.5,2,1.997,2.94286830046538,3.00017730149508,76.2246170043945,70.9640760088287,14.4375422125853,25.4009402275085,25.0093628952575,2.10291135407765,4919,5040
1,2,39,1.5,9,0.5,2,5.925,6.12151130627502,2.19559721921001,71.9571914672852,68.4683168261469,12.6971326161964,31.6063610076904,30.2980815207029,2.31824995367538,4928,5040
1,2,39,1.5,9,0.5,2,9.74,9.46804789883124,2.12637465214584,63.1066627502441,60.33468382624,11.3362159911159,38.9743754386902,36.8658682771552,2.53800234119601,4895,5040
1,2,39,1.5,9,0.5,2,13.475,12.6667275655885,1.83285385651814,54.6583251953125,54.3349280307773,6.34240009874499,46.2719604492188,43.2182365296883,2.19271776988518,4808,5040
-1,2,39,1.5,9,0.5,2,1.997,3.13992908462069,3.16790138514273,76.2356491088867,69.1952824496753,16.4352123243091,21.2540165901184,20.7232771084092,2.22376343694467,4876,5040
-1,2,39,1.5,9,0.5,2,5.925,6.28133622712696,2.64133601871317,72.2086029052734,65.1475588993191,14.6152506884738,19.8600324630737,18.9027935928659,2.53167211228673,4850,5040
-1,2,39,1.5,9,0.5,2,9.74,9.75849073859995,2.91620614251261,63.8382225036621,58.1320370360341,11.6191833946149,21.7307325363159,20.264721139001,3.14378820790692,4808,5040
-1,2,39,1.5,9,0.5,2,13.475,13.140017910944,2.40388756884068,55.5977630615234,51.5905563922565,9.08316325529402,25.3109040260315,23.7607243774053,3.31788741852146,4939,5040
1,3,39,1.5,9,0.5,2,1.997,3.28089384997254,2.86487111828005,76.2266235351562,64.7552786863619,15.9205388762718,24.7172027587891,24.5149245441601,2.17792428459365,2976,3024
1,3,39,1.5,9,0.5,2,5.925,6.14045728171046,2.39329917270262,72.0377960205078,62.8590161441257,15.006615553383,29.2794438362122,28.6545745482537,2.04728183899204,2941,3024
1,3,39,1.5,9,0.5,2,9.74,9.665828148604,2.36305788296877,63.392463684082,57.2560070997599,12.0827608999725,35.2218529701233,34.3800426244976,2.09489886485649,2979,3024
1,3,39,1.5,9,0.5,2,13.475,12.905106606434,2.7673501068849,55.0152473449707,52.7404373879013,9.33928639849871,41.4822465896606,39.9279828922462,2.31640334705629,2987,3024
-1,3,39,1.5,9,0.5,2,1.997,3.01101765100563,2.57040683947788,76.2345962524414,66.748532051525,14.6391266854391,21.7870970726013,21.3847955594102,2.2012981855822,2888,3024
-1,3,39,1.5,9,0.5,2,5.925,6.15244504466016,2.38094399556901,72.1936645507812,65.0761686628293,12.6006449647648,21.0328273773193,20.2715755136604,2.37279232865301,2925,3024
-1,3,39,1.5,9,0.5,2,9.74,9.65721917620698,2.66094905144078,63.8068504333496,59.1671133340432,10.4708724885205,23.2287516593933,22.0920278005646,2.8462412157736,2902,3024
-1,3,39,1.5,9,0.5,2,13.475,13.2849323667948,3.02792792168524,55.556468963623,53.0196083053834,7.66814046409948,27.057458114624,26.0656403862067,2.91341290431124,2922,3024
1,2,39,2,6,0.5,2,1.997,2.81906583988309,2.68033153465213,76.2244644165039,70.2140317934295,13.8739390544126,25.3643746693929,25.1452752630128,2.25257285352254,4488,4536
1,2,39,2,6,0.5,2,5.925,6.1154093395551,2.36542801396259,71.9558563232422,66.7951508979007,13.1494879897239,31.5034338633219,30.4493312691229,2.49433586767523,4489,4536
1,2,39,2,6,0.5,2,9.74,9.31438409860783,2.15920540400519,63.1038665771484,60.5745998811465,9.26900422425164,38.8237103780111,36.7398320678321,2.48224612538992,4456,4536
1,2,39,2,6,0.5,2,13.475,12.6337304717892,2.01380277674354,54.6549186706543,53.957670107211,5.53949212190332,46.0921119689941,43.1580223364708,2.4504728621925,4368,4536
-1,2,39,2,6,0.5,2,1.997,3.24519374963724,3.43270717699909,76.2355117797852,68.1828147737202,15.3969316268179,21.2901784261068,21.2743945229765,2.24658403287902,4371,4536
-1,2,39,2,6,0.5,2,5.925,6.18672637314554,2.14845315015632,72.207275390625,65.5934652682038,11.0169405147382,19.9594223658244,19.6620188495767,2.60409300903437,4235,4536
-1,2,39,2,6,0.5,2,9.74,9.74219581265853,2.54622753036613,63.8354301452637,58.2686456015046,9.10358019603315,21.8730499267578,21.4073713830835,3.05786074706379,4315,4536
-1,2,39,2,6,0.5,2,13.475,12.8360120313196,2.55438773070489,55.5941886901855,51.2498689858221,6.6627667514099,25.4820851008097,25.3818416522251,3.48538494579214,4364,4536
1,3,39,2,6,0.5,2,1.997,2.97455549548601,2.67385972883072,76.2264785766602,67.5025597033293,12.3377019080413,24.6917151133219,24.5845839439826,2.11410710903779,2990,3024
1,3,39,2,6,0.5,2,5.925,6.1118254297398,1.98806781869365,72.0365905761719,63.8652657009064,11.6546654239194,29.209487024943,28.8384704258353,2.11669623766234,2992,3024
1,3,39,2,6,0.5,2,9.74,9.62389001926052,2.09166303978756,63.3901214599609,60.1060157549421,7.64570205565155,35.1246190388997,34.0162650532547,2.30559642112602,2990,3024
1,3,39,2,6,0.5,2,13.475,12.8295961869054,2.59995068815202,55.0124244689941,53.3951025226262,7.74261010452086,41.3713757832845,39.4897577741053,2.53648758824004,2987,3024
-1,3,39,2,6,0.5,2,1.997,3.03496742768732,2.86432729084545,76.2344665527344,67.0195534054865,13.210177580098,21.8127843221029,21.7450106790497,2.1346903425483,2939,3024
-1,3,39,2,6,0.5,2,5.925,5.97084497897497,2.19115368430731,72.1924819946289,64.5531700238772,11.7441293982077,21.1056358337402,20.9357743022972,2.50168191675419,2957,3024
-1,3,39,2,6,0.5,2,9.74,9.89581351909845,2.7439221107504,63.804573059082,59.1366567333297,8.94826487920747,23.3351327260335,22.9454064194394,2.68536660071222,2946,3024
-1,3,39,2,6,0.5,2,13.475,12.9311327673495,2.33135482227785,55.5536041259766,52.451625538585,7.08797685205356,27.1875573476156,26.9171514089989,2.86509844396773,2944,3024
1,2,39,1.64,5,0.5,2,1.997,2.73522822569268,2.55877555474316,79.8548049926758,73.7876764194398,14.2232440971682,25.3000005420886,25.0923510071761,1.95771185156013,12193,12590
1,2,39,1.64,5,0.5,2,5.925,6.03464107246938,2.23699125739812,77.6475448608398,72.2948307329869,14.1371806756014,31.2833049171849,30.145127657923,2.22670359887292,12239,12561
1,2,39,1.64,5,0.5,2,9.74,9.47788099448536,2.15914612900288,70.0087661743164,66.1657712435796,12.2589579633256,38.4704540654233,36.2054310304742,2.52590256308181,12238,12576
1,2,39,1.64,5,0.5,2,13.475,12.496214003769,1.63955580753942,60.5692443847656,59.0297743538582,7.90380119990852,45.6704064419395,42.3558347421378,2.31343524548348,11873,12582
-1,2,39,1.64,5,0.5,2,1.997,2.7699041575152,2.70589362706917,78.7310485839844,72.0429038087632,14.2047056286073,21.3426689348723,21.3095442521477,2.02815080750723,12064,12586
-1,2,39,1.64,5,0.5,2,5.925,6.27206512026754,2.841569944524,74.123420715332,66.7172333025163,13.2651631115838,20.0834321975708,19.6460781915888,2.5825514344257,11780,11907
-1,2,39,1.64,5,0.5,2,9.74,9.66868129694846,2.63684033956677,65.4339828491211,59.349974920917,10.8213431726453,22.0425836161563,21.2608176966347,3.08095832970942,11699,12588
-1,2,39,1.64,5,0.5,2,13.475,12.9796605795293,2.32957019910354,57.0093383789062,52.9152703716116,7.87479369540217,25.6882749858655,24.87864445267,3.12767415882386,12051,12570
1,3,39,1.64,5,0.5,2,1.997,2.97420705954421,2.60975219039141,79.6272048950195,65.5980471698657,17.4548304964734,24.6474614394339,24.5744574164238,1.95726740772983,7411,7560
1,3,39,1.64,5,0.5,2,5.925,6.1739856384283,2.3996754049444,76.3978576660156,62.7352650507437,17.349239854665,29.0707070200067,28.9439584283223,2.14520047427205,7441,7560
1,3,39,1.64,5,0.5,2,9.74,9.56679649212828,2.72006643754055,67.8996047973633,58.8954561391639,14.4496672966318,34.9148354781301,34.1074147859063,2.16173628075587,7491,7560
1,3,39,1.64,5,0.5,2,13.475,12.8681889742295,2.35901016080448,58.9597320556641,55.7711856982753,8.74506361850248,41.123582739579,39.6487084192741,2.19570100542058,7401,7560
-1,3,39,1.64,5,0.5,2,1.997,3.06487032775547,2.6679691230358,78.8483123779297,65.4669312023958,15.8768663025248,21.8511978952508,21.5266976082239,2.02474610367163,7389,7560
-1,3,39,1.64,5,0.5,2,5.925,6.35260458751915,2.7632889458575,74.3089447021484,64.8641921288507,12.5645619681784,21.2022561525044,20.8018698952842,2.34185408046666,7303,7560
-1,3,39,1.64,5,0.5,2,9.74,9.7364019690721,2.58268664232469,65.5979766845703,59.3478934883873,10.289219813591,23.471236379523,22.9113079573271,2.62153421255029,7212,7560
-1,3,39,1.64,5,0.5,2,13.475,13.0233019104497,2.40964404780795,57.1402320861816,53.4724247730093,7.98855799811991,27.354606628418,26.8660323983174,2.84567951593319,7461,7560
1,2,39,1.31,7.9,0.5,2,1.997,3.01709259846487,3.15395537579102,76.6283798217773,70.3267780516314,16.2391486973096,25.4047217161759,24.9655075868375,2.0419141641834,5901,6048
1,2,39,1.31,7.9,0.5,2,5.925,6.02373435040981,2.26252673619623,72.5532302856445,67.4078144822216,15.0692912125178,31.6148681640625,30.3962882926165,2.26846336031309,5933,6048
1,2,39,1.31,7.9,0.5,2,9.74,9.34009158722746,2.13628054448218,63.7800788879395,61.4817930144071,10.9186753692206,38.9813588183859,36.699962200325,2.34602154123898,5883,6048
1,2,39,1.31,7.9,0.5,2,13.475,12.7142454790299,2.21423129785052,55.2328338623047,54.2563711400246,8.19376990610511,46.2806147699771,43.2929618460472,2.12066727637198,5758,6048
-1,2,39,1.31,7.9,0.5,2,1.997,3.07330269557784,3.59263315439754,76.5161819458008,70.4424750539088,15.7568824707253,21.2492895540984,20.6290286921252,2.12641597918881,5866,6048
-1,2,39,1.31,7.9,0.5,2,5.925,6.34694625781133,2.78467519429979,72.4253616333008,66.1693418459459,14.199771980443,19.844117662181,18.5516522980237,2.50849432609482,5720,6048
-1,2,39,1.31,7.9,0.5,2,9.74,9.59975653450715,2.53577782597399,64.0196075439453,59.1624861380186,11.1030670446384,21.7069609268852,20.0769526632831,3.08250925966904,5645,6048
-1,2,39,1.31,7.9,0.5,2,13.475,12.9608011316475,2.11944221789865,55.7582664489746,52.5905852991158,7.69901505087247,25.2824398538341,23.6050963093003,3.24547553881047,5729,6048
1,3,39,1.31,7.9,0.5,2,1.997,3.32936299421064,3.28575009553799,76.60595703125,61.3831416233913,18.6259435766678,24.7196427220884,24.5303159879519,1.97395621390853,4004,4032
1,3,39,1.31,7.9,0.5,2,5.925,6.60240017099934,3.5983949633377,72.5121078491211,58.3746237402762,19.2175265936768,29.2852876082711,29.0431781262983,2.4405970212775,3982,4032
1,3,39,1.31,7.9,0.5,2,9.74,9.65743670769843,3.05444226772762,63.8739166259766,53.8351713617743,16.0164059300784,35.2290228138799,34.6092138847716,2.50687046102966,3970,4032
1,3,39,1.31,7.9,0.5,2,13.475,12.8884526635404,2.95262477242265,55.4384918212891,49.5207321853521,11.8573058693096,41.4895676322605,40.2406331611637,2.33498387855664,3934,4032
-1,3,39,1.31,7.9,0.5,2,1.997,3.26378592413437,2.93354999023701,76.5282516479492,64.0168597357967,16.3668738753698,21.7836932306704,21.1630077922755,2.04945855430104,3861,4032
-1,3,39,1.31,7.9,0.5,2,5.925,6.57447528947,2.97875261361893,72.4326095581055,61.8427671703187,15.2068460003062,21.0217415353526,19.8705879458601,2.3171619057187,3812,4032
-1,3,39,1.31,7.9,0.5,2,9.74,9.75134051783771,2.30708763366413,64.0096893310547,57.7130035696445,10.7493700323032,23.21209849482,21.9196965825701,2.73772721997016,3814,4032
-1,3,39,1.31,7.9,0.5,2,13.475,13.1624526906451,2.56294077741925,55.7356758117676,52.4673477098969,8.55913185396962,27.037352271702,25.6412402864139,2.82498480856038,3924,4032
1,2,54,1,6,0.5,2,1.997,2.09638486105211,0.789080710401813,76.2247161865234,75.6972852243795,4.49350558095847,25.4373944600423,25.0597856029784,1.16015026775655,12092,12096
1,2,54,1,6,0.5,2,5.925,5.79377366271517,0.793800814074597,71.958122253418,72.0627302307878,3.6835337437605,31.7092116673787,30.403995226384,1.22138216620194,12073,12096
1,2,54,1,6,0.5,2,9.74,9.39162642730076,0.875678946483749,63.1085510253906,63.5869101136024,3.56560755790155,39.121906153361,36.9106442606415,1.26737084247385,12095,12096
1,2,54,1,6,0.5,2,13.475,12.856804287327,1.02120434454747,54.660717010498,55.2573093996809,2.16306641517006,46.4481917063395,43.7510052611789,1.28240585763739,12076,12096
-1,2,54,1,6,0.5,2,1.997,2.12439934952222,0.873854804636592,76.2357711791992,75.162432928249,4.79337822844965,21.2180894851685,20.9823773570179,1.23904306820315,12059,12096
-1,2,54,1,6,0.5,2,5.925,5.84504041124628,0.84313591973724,72.209587097168,70.5126259075623,4.45532169362471,19.7598046302795,19.1056268208226,1.42199981268108,12001,12096
-1,2,54,1,6,0.5,2,9.74,9.45452465348113,1.21511088274683,63.84033203125,61.8629622162132,5.00769160500791,21.5869770685832,20.5714577766824,1.75887045641966,12030,12096
-1,2,54,1,6,0.5,2,13.475,12.9018056040931,1.0922325420978,55.600341796875,54.3205757457838,2.93747669127216,25.138325881958,24.0391407043179,1.83608582238215,11984,12096
1,3,54,1,6,0.5,2,1.997,2.76680368468416,1.90693178963088,76.2267227172852,61.1148507813916,19.8237048100117,24.7426647186279,24.7810677020219,1.38063887219984,9042,9072
1,3,54,1,6,0.5,2,5.925,6.37950367391807,2.47475126895871,72.0386276245117,56.912840261137,20.9823736647885,29.3488041559855,29.4182829758914,1.77911473201342,9054,9072
1,3,54,1,6,0.5,2,9.74,9.79557959069758,2.83000534836533,63.3940315246582,51.5329571937362,18.386964792914,35.318489519755,35.1227866772441,2.04994273748294,9062,9072
1,3,54,1,6,0.5,2,13.475,13.0805814360847,2.9060120321121,55.0172882080078,47.1823388590862,14.7486252633891,41.5925830841064,41.0059856335296,2.14452676638613,9069,9072
-1,3,54,1,6,0.5,2,1.997,2.5713396300571,1.69017284188651,76.2347106933594,63.6295064865476,16.2510302991627,21.7612741470337,21.3914017661507,1.35670206134679,9054,9072
-1,3,54,1,6,0.5,2,5.925,5.9663151962232,1.18073369135716,72.1945343017578,63.2729299588311,12.1891951235307,20.9595585505168,20.1447122586295,1.60976900384137,9044,9072
-1,3,54,1,6,0.5,2,9.74,9.51732724191768,1.22227491521433,63.8085746765137,58.6398691660921,7.88960018562313,23.1213272730509,22.0178300737608,1.69587876067843,9017,9072
-1,3,54,1,6,0.5,2,13.475,13.0409277353353,1.20995263086141,55.5586280822754,52.7742029625782,5.14292043116256,26.9262369155884,25.9191521647435,1.71263018012588,9057,9072
1,2,54,1.5,4.5,0.5,2,1.997,2.10769596710469,0.803969755828046,76.2246170043945,74.9124098732723,3.69865128313584,25.4009402275085,25.141389065874,1.26826130684856,12427,12590
